,USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
11858,546430, 99999 ,MOORED VESSEL                 ,CH   ,   ,      ,38.967,119.95,6.0,1986-05-01,1993-12-29
11859,546460, 99999 ,MOORED VESSEL                 ,CH   ,   ,      ,38.35,119.68299999999999,6.0,1988-10-01,2000-04-05
11860,546530, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,2002-01-05
11861,546560, 99999 ,TUOJI ISLAND                  ,CH   ,   ,      ,38.167,120.78299999999999,59.0,1957-06-01,2002-08-11
11862,546620, 99999 ,ZHOUSHUIZI                    ,CH   ,   ,ZYTL  ,38.966,121.539,32.6,1956-08-20,2021-06-01
11863,546630, 99999 ,DA-SAN-SHAN ISLAND            ,CH   ,   ,      ,38.883,121.81700000000001,161.0,1980-07-14,2002-02-12
11864,546800, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-01,1985-12-28
11865,547020, 99999 ,WANG CHIA CHING               ,CH   ,   ,      ,0.0,0.0,-999.0,1980-07-03,2003-04-03
11866,547050, 99999 ,NANGONG                       ,CH   ,   ,      ,37.367,115.383,42.0,1961-08-01,2005-10-21
11867,547070, 99999 ,GUANG-ZUNG (?)                ,CH   ,   ,      ,0.0,0.0,-999.0,1974-05-04,1982-04-19
11868,547130, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-05,2006-09-16
11869,547140, 99999 ,DEZHOU                        ,CH   ,   ,      ,37.433,116.31700000000001,22.0,1956-08-20,2002-02-12
11870,547150, 99999 ,LINGXIAN                      ,CH   ,   ,      ,37.333,116.56700000000001,19.0,1980-07-01,2021-06-01
11871,547160, 99999 ,LING HSIEN                    ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-22,2002-09-09
11872,547230, 99999 ,ZHAN-CHENG                    ,CH   ,   ,      ,0.0,0.0,-999.0,1973-11-01,2002-04-20
11873,547250, 99999 ,HUIMIN                        ,CH   ,   ,      ,37.5,117.53299999999999,12.0,1956-08-20,2021-06-01
11874,547260, 99999 ,BIN-XIAN                      ,CH   ,   ,      ,0.0,0.0,-999.0,1973-10-04,2002-08-29
11875,547360, 99999 ,YONGAN                        ,CH   ,   ,      ,37.55,118.73299999999999,6.0,1957-06-01,2002-09-30
11876,547430, 99999 ,NAME UNKNOWN                  ,CH   ,   ,      ,0.0,0.0,-999.0,1973-10-05,2002-08-01
11877,547450, 99999 ,CANG-SHANG                    ,CH   ,   ,      ,37.367,119.9,1.0,1974-04-26,1984-04-08
11878,547510, 99999 ,CHANG DAO                     ,CH   ,   ,      ,37.933,120.71700000000001,40.0,1986-05-01,2021-06-01
11879,547530, 99999 ,LONGKOU                       ,CH   ,   ,      ,37.617,120.31700000000001,5.0,1957-06-01,2021-06-01
11880,547560, 99999 ,DA-XIN-DIAN                   ,CH   ,   ,      ,37.617,120.9,100.0,1974-04-26,2014-05-03
11881,547570, 99999 ,APPROXIMATE LOCATIO           ,CH   ,   ,      ,37.167,120.167,0.0,1977-08-01,2009-06-21
11882,547580, 99999 ,LAI-YANG AFLD (?)             ,CH   ,   ,      ,36.967,120.583,72.0,1974-05-04,2002-07-09
11883,547630, 99999 ,YANTAI                        ,CH   ,   ,      ,37.55,121.4,25.0,1973-11-08,2002-05-20
11884,547640, 99999 ,FU-SHAN (?)                   ,CH   ,   ,      ,0.0,0.0,-999.0,1973-11-09,2002-06-05
11885,547650, 99999 ,YANTAI NORTHEAST              ,CH   ,   ,      ,37.55,121.367,12.0,1956-08-20,1961-10-31
11886,547720, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-04,2004-06-28
11887,547730, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-05,2002-03-17
11888,547740, 99999 ,WEIHAI                        ,CH   ,   ,      ,37.45,122.03299999999999,61.0,1957-06-01,2002-09-30
11889,547760, 99999 ,CHENGSHANTOU                  ,CH   ,   ,      ,37.4,122.68299999999999,47.0,1957-06-01,2021-06-01
11890,547900, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1989-10-01,1992-05-29
11891,548080, 99999 ,XINXIAN                       ,CH   ,   ,      ,36.233000000000004,115.667,38.0,1957-06-01,2021-06-01
11892,548230, 99999 ,JINAN/TSINAN                  ,CH   ,   ,ZSTN  ,36.683,116.98299999999999,58.0,1956-08-20,2021-06-01
11893,548260, 99999 ,TAI SHAN                      ,CH   ,   ,      ,36.25,117.1,1536.0,1956-08-20,2021-06-01
11894,548270, 99999 ,TAI-AN                        ,CH   ,   ,      ,36.183,117.133,155.0,1957-06-01,2002-04-13
11895,548300, 99999 ,LIN-ZI                        ,CH   ,   ,      ,36.867,118.333,55.0,1957-06-02,2002-01-06
11896,548360, 99999 ,YIYUAN                        ,CH   ,   ,      ,36.183,118.15,302.0,1961-07-01,2021-06-01
11897,548430, 99999 ,WEIFANG                       ,CH   ,   ,      ,36.766999999999996,119.18299999999999,22.0,1956-08-20,2021-06-01
11898,548460, 99999 ,GAO-MI (?)                    ,CH   ,   ,      ,36.383,119.73299999999999,38.0,1980-07-04,2001-10-27
11899,548520, 99999 ,LAIYANG                       ,CH   ,   ,      ,36.983000000000004,120.65,72.0,1957-06-01,2002-09-30
11900,548525, 99999 ,NANTONG                       ,CH   ,   ,ZSNT  ,32.02,120.85,6.0,2005-07-03,2020-05-29
11901,548530, 99999 ,NANWU                         ,CH   ,   ,      ,0.0,0.0,-999.0,1973-10-04,2002-06-28
11902,548570, 99999 ,LIUTING                       ,CH   ,   ,ZSQD  ,36.266,120.374,10.1,1956-08-20,2021-06-01
11903,548580, 99999 ,CANG-KOU                      ,CH   ,   ,      ,36.167,120.367,10.0,1973-11-10,2004-01-26
11904,548630, 99999 ,HAIYANG                       ,CH   ,   ,      ,36.766999999999996,121.167,64.0,1957-06-01,2021-06-01
11905,548680, 99999 ,QIAN-LI ISLAND                ,CH   ,   ,      ,36.266999999999996,121.383,18.0,1961-08-01,2003-02-11
11906,548710, 99999 ,SHIDAO                        ,CH   ,   ,      ,36.883,122.417,79.0,1956-08-20,1961-10-31
11907,548970, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1986-06-04,2002-08-08
11908,549060, 99999 ,HEZE/CAOZHOU                  ,CH   ,   ,      ,35.25,115.43299999999999,51.0,1956-08-20,2002-02-05
11909,549070, 99999 ,DING-TAO                      ,CH   ,   ,      ,35.067,115.56700000000001,0.0,1980-04-01,1982-04-28
11910,549090, 99999 ,DINGTAO                       ,CH   ,   ,      ,35.083,115.51700000000001,51.0,1995-04-01,2021-06-01
11911,549150, 99999 ,JI-NING                       ,CH   ,   ,      ,0.0,0.0,-999.0,1979-07-02,2002-07-13
11912,549160, 99999 ,YANZHOU                       ,CH   ,   ,      ,35.567,116.85,53.0,1956-08-20,2021-06-01
11913,549230, 99999 ,MENG YIN                      ,CH   ,   ,      ,0.0,0.0,-999.0,1980-07-06,2002-06-17
11914,549290, 99999 ,FEZXZAN                       ,CH   ,   ,      ,35.25,117.95,120.0,1998-03-01,2021-06-01
11915,549360, 99999 ,JUXIAN                        ,CH   ,   ,      ,35.55,118.75,109.0,1957-06-01,2002-09-30
11916,549380, 99999 ,LINYI                         ,CH   ,   ,      ,35.05,118.35,86.0,1957-06-01,2001-09-14
11917,549450, 99999 ,RIZHAO                        ,CH   ,   ,      ,35.433,119.53299999999999,37.0,1957-06-01,2021-06-01
11918,549460, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-07-04,1983-11-24
11919,549480, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-03,2002-06-15
11920,549520, 99999 ,FLASHING LIGHT                ,CH   ,   ,      ,35.967,120.48299999999999,25.0,1957-06-01,2002-06-09
11921,551700, 99999 ,                              ,     ,   ,      ,,,,2002-06-03,2002-06-03
11922,552280, 99999 ,SHIQUANHE                     ,CH   ,   ,      ,32.5,80.083,4280.0,1961-07-01,2021-06-01
11923,552480, 99999 ,LUMARINGBO                    ,CH   ,   ,      ,32.3,84.05,4420.0,1973-03-13,2011-11-17
11924,552700, 99999 ,                              ,     ,   ,      ,,,,2002-01-17,2002-01-17
11925,552790, 99999 ,BAINGOIN                      ,CH   ,   ,      ,31.366999999999997,90.01700000000001,4701.0,1957-07-01,2021-06-01
11926,552940, 99999 ,P'A-NA                        ,CH   ,   ,      ,32.266999999999996,91.667,4724.0,1980-10-01,2002-02-07
11927,552990, 99999 ,NAGQU                         ,CH   ,   ,      ,31.483,92.06700000000001,4508.0,1956-08-20,2021-06-01
11928,553850, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,31.48,92.06,-999.0,2001-07-17,2001-10-08
11929,554370, 99999 ,T'U-KO-ERH-HO-KUNG            ,CH   ,   ,      ,30.55,81.433,4736.0,1973-03-13,2011-11-17
11930,554720, 99999 ,XAINZA                        ,CH   ,   ,      ,30.95,88.633,4670.0,1960-03-07,2021-06-01
11931,554880, 99999 ,DEQEN SOUTH                   ,CH   ,   ,      ,30.333000000000002,90.083,5304.0,1959-12-10,1962-06-30
11932,554930, 99999 ,ZHA-TE-KE-TANG                ,CH   ,   ,      ,30.733,92.45,4724.0,1963-01-01,2002-04-29
11933,555690, 99999 ,LHAZE                         ,CH   ,   ,      ,29.066999999999997,87.68299999999999,4237.0,1980-10-01,2002-02-07
11934,555780, 99999 ,XIGAZE                        ,CH   ,   ,      ,29.25,88.883,3837.0,1957-07-01,2021-06-01
11935,555850, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,29.5,90.25,-999.0,1980-10-27,2004-09-28
11936,555910, 99999 ,LHASA                         ,CH   ,   ,ZULS  ,29.666999999999998,91.133,3650.0,1956-08-20,2021-06-01
11937,555980, 99999 ,NEDONG                        ,CH   ,   ,      ,29.233,91.76700000000001,3657.0,1959-12-09,2002-02-07
11938,556560, 99999 ,YALEP                         ,CH   ,   ,      ,28.383000000000003,86.15,5181.0,1980-09-02,2002-06-07
11939,556640, 99999 ,TINGRI                        ,CH   ,   ,      ,28.633000000000003,87.083,4300.0,1959-12-10,2021-06-01
11940,556800, 99999 ,GYANGZE                       ,CH   ,   ,      ,29.0,89.633,3657.0,1959-12-09,2002-02-07
11941,556900, 99999 ,CHE-KU                        ,CH   ,   ,      ,28.7,91.633,4336.0,1987-03-11,2008-07-12
11942,556960, 99999 ,LHUNZE                        ,CH   ,   ,      ,28.416999999999998,92.46700000000001,3861.0,1959-12-09,2021-06-01
11943,557730, 99999 ,PAGRI                         ,CH   ,   ,      ,27.733,89.083,4300.0,1956-08-20,2021-06-01
11944,558210, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1985-03-01,1986-09-21
11945,559850, 99999 ,                              ,     ,   ,      ,,,,2001-08-02,2002-08-24
11946,559910, 99999 ,                              ,     ,   ,      ,,,,1987-05-11,1987-05-11
11947,560040, 99999 ,TUOTUOHE                      ,CH   ,   ,      ,34.217,92.43299999999999,4535.0,1957-07-01,2021-06-01
11948,560070, 99999 ,AMDO NORTHEAST                ,CH   ,   ,      ,33.417,92.833,4648.0,1959-12-09,1962-03-31
11949,560160, 99999 ,BIE-LI-XI-DU                  ,CH   ,   ,      ,34.1,95.03299999999999,4785.0,1973-01-01,2003-03-05
11950,560180, 99999 ,ZADOI                         ,CH   ,   ,      ,32.9,95.3,4068.0,1957-07-01,2021-06-01
11951,560190, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,2005-05-22
11952,560210, 99999 ,QUMARLEB                      ,CH   ,   ,      ,34.133,95.78299999999999,4176.0,1957-07-01,2021-06-01
11953,560230, 99999 ,NAME/LOCATION UNKN            ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,1982-03-30
11954,560260, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-05,2002-03-08
11955,560280, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-09,2006-10-17
11956,560290, 99999 ,YUSHU                         ,CH   ,   ,      ,33.016999999999996,96.95,3682.0,1956-08-20,2021-06-01
11957,560295, 99999 ,YUSHU BATANG AIRPORT          ,CH   ,   ,ZLYS  ,32.817,97.133,3890.0,2010-04-15,2015-03-10
11958,560310, 99999 ,APPROXIMATE LOCALE            ,CH   ,   ,      ,34.833,97.46700000000001,0.0,1974-08-09,2001-10-17
11959,560330, 99999 ,MADOI                         ,CH   ,   ,      ,34.917,98.21700000000001,4273.0,1956-08-20,2021-06-01
11960,560340, 99999 ,QINGSHUI-HE                   ,CH   ,   ,      ,33.8,97.133,4419.0,1957-07-01,2002-02-07
11961,560360, 99999 ,CANG-DUO (?)                  ,CH   ,   ,      ,0.0,0.0,-999.0,1973-10-05,2002-03-11
11962,560380, 99999 ,SHIQU                         ,CH   ,   ,      ,32.983000000000004,98.1,4114.0,1960-10-01,2010-04-24
11963,560410, 99999 ,UNKNOWN                       ,CH   ,   ,      ,34.5,98.883,4175.0,1960-01-02,2012-05-27
11964,560420, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1983-07-05,1986-04-20
11965,560430, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1991-01-01,2002-02-07
11966,560440, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1983-07-28,2001-09-21
11967,560460, 99999 ,DARLAG                        ,CH   ,   ,      ,33.75,99.65,3968.0,1956-08-20,2021-06-01
11968,560570, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1983-12-01,1985-11-23
11969,560650, 99999 ,HENAN                         ,CH   ,   ,      ,34.733000000000004,101.6,3501.0,1961-09-01,2021-06-01
11970,560670, 99999 ,JIGZHI                        ,CH   ,   ,      ,33.467,101.48299999999999,3350.0,1960-07-06,2002-02-07
11971,560690, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,2002-08-14
11972,560700, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1974-05-04,2003-12-03
11973,560740, 99999 ,GA-HAI                        ,CH   ,   ,      ,34.2,102.3,3109.0,1989-01-01,2003-11-21
11974,560750, 99999 ,LANG-MU-SI                    ,CH   ,   ,      ,34.1,102.617,3565.0,1957-06-30,2002-07-04
11975,560760, 99999 ,XAGDOMBA EAST                 ,CH   ,   ,      ,34.1,102.9,3330.0,1974-05-18,1974-10-25
11976,560790, 99999 ,RUO'ERGAI                     ,CH   ,   ,      ,33.583,102.96700000000001,3441.0,1959-12-09,2021-06-01
11977,560800, 99999 ,HEZUO                         ,CH   ,   ,      ,35.0,102.9,2910.0,1958-05-06,2021-06-01
11978,560850, 99999 ,DENGKAGOIN                    ,CH   ,   ,      ,34.04,103.333,3166.0,1973-10-05,1974-09-24
11979,560860, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-06,1985-03-21
11980,560890, 99999 ,BAI-GU-SI                     ,CH   ,   ,      ,0.0,0.0,-999.0,1973-01-02,2002-07-13
11981,560900, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-01,1985-03-22
11982,560930, 99999 ,WU-SHAN                       ,CH   ,   ,      ,34.717,104.883,1371.0,1956-08-20,2002-05-23
11983,560960, 99999 ,WUDU                          ,CH   ,   ,      ,33.4,104.917,1079.0,1956-08-20,2021-06-01
11984,560970, 99999 ,YUNG-FENG-HSIANG N            ,CH   ,   ,      ,33.033,104.117,2712.0,1959-12-09,1961-03-27
11985,561060, 99999 ,SOG XIAN                      ,CH   ,   ,      ,31.883000000000003,93.78299999999999,4024.0,1957-07-01,2021-06-01
11986,561070, 99999 ,TANGGO WEST                   ,CH   ,   ,      ,31.55,92.867,4185.0,1973-11-08,1974-09-20
11987,561160, 99999 ,DENGQEN                       ,CH   ,   ,      ,31.416999999999998,95.6,3874.0,1956-08-20,2021-06-01
11988,561250, 99999 ,NANGQEN                       ,CH   ,   ,      ,32.25,96.21700000000001,4145.0,1959-12-03,2009-02-25
11989,561260, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-02,1984-12-15
11990,561270, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,2001-12-03
11991,561320, 99999 ,GAO-RIK                       ,CH   ,   ,      ,32.5,97.93299999999999,3657.0,1959-12-09,2017-04-12
11992,561370, 99999 ,QAMDO                         ,CH   ,   ,      ,31.15,97.167,3307.0,1956-08-20,2021-06-01
11993,561380, 99999 ,QING-NI-DONG (?)              ,CH   ,   ,      ,0.0,0.0,-999.0,1973-10-05,2002-05-29
11994,561430, 99999 ,DARCANG WEST                  ,CH   ,   ,      ,32.783,99.917,4147.0,1960-02-01,1961-02-27
11995,561440, 99999 ,DEGE                          ,CH   ,   ,      ,31.733,98.56700000000001,3201.0,1957-07-01,2021-06-01
11996,561460, 99999 ,GARZE                         ,CH   ,   ,      ,31.616999999999997,100.0,3394.0,1956-08-20,2021-06-01
11997,561470, 99999 ,CHUN-LUO-SI                   ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-22,2002-01-27
11998,561510, 99999 ,LUO-XUE                       ,CH   ,   ,      ,32.567,100.583,3505.0,1973-01-01,2002-09-27
11999,561520, 99999 ,SERTAR                        ,CH   ,   ,      ,32.283,100.333,3896.0,1961-01-05,2021-06-01
12000,561560, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-01,2002-08-15
12001,561570, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-05,2002-05-21
12002,561670, 99999 ,DAWU                          ,CH   ,   ,      ,30.983,101.117,2959.0,1979-07-01,2021-06-01
12003,561710, 99999 ,A-BA                          ,CH   ,   ,      ,32.917,101.7,3170.0,1957-07-01,2002-07-17
12004,561720, 99999 ,BARKAM                        ,CH   ,   ,      ,31.9,102.23299999999999,2666.0,1956-08-20,2021-06-01
12005,561730, 99999 ,MA-TANG                       ,CH   ,   ,      ,31.85,102.7,3422.0,1973-01-01,2010-04-24
12006,561780, 99999 ,XIAO-JIN                      ,CH   ,   ,      ,31.017,102.367,2426.0,1956-08-20,2010-04-24
12007,561820, 99999 ,SONGPAN                       ,CH   ,   ,      ,32.667,103.6,2882.5,1956-08-20,2021-06-01
12008,561830, 99999 ,ZHENJIANGGUAN                 ,CH   ,   ,      ,32.333,103.73299999999999,2697.0,1956-08-20,1975-05-14
12009,561870, 99999 ,WENJIANG                      ,CH   ,   ,      ,30.75,103.867,541.0,2005-01-01,2021-06-01
12010,561880, 99999 ,WENCHUAN                      ,CH   ,   ,      ,31.483,103.583,2042.0,1959-12-09,2010-04-24
12011,561920, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-03,2002-03-10
12012,561930, 99999 ,PINGWU                        ,CH   ,   ,      ,32.417,104.51700000000001,894.0,1957-07-01,2006-12-31
12013,561940, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-02,2002-06-15
12014,561960, 99999 ,MIANYANG                      ,CH   ,   ,      ,31.45,104.73299999999999,522.0,1959-12-09,2021-06-01
12015,562020, 99999 ,JIA-LI                        ,CH   ,   ,      ,30.783,93.4,4876.0,1959-12-09,2012-04-29
12016,562270, 99999 ,CHING-TO EAST                 ,CH   ,   ,      ,30.1,95.78299999999999,5108.0,1956-08-20,1957-05-31
12017,562370, 99999 ,BANG-DA                       ,CH   ,   ,      ,0.0,0.0,-999.0,1980-07-01,1985-09-07
12018,562470, 99999 ,BATANG                        ,CH   ,   ,      ,30.0,99.1,2589.0,1956-08-20,2021-06-01
12019,562510, 99999 ,XINLONG/NYAGRONG              ,CH   ,   ,      ,30.967,100.2,3500.0,1959-12-09,2010-04-24
12020,562570, 99999 ,LITANG                        ,CH   ,   ,      ,30.0,100.26700000000001,3950.0,1956-08-20,2021-06-01
12021,562650, 99999 ,QIAN-NING                     ,CH   ,   ,      ,30.5,101.48299999999999,3452.0,1957-07-01,1984-06-11
12022,562870, 99999 ,YA'AN                         ,CH   ,   ,      ,29.983,103.0,629.0,1956-08-20,2021-06-01
12023,562940, 99999 ,SHUANGLIU                     ,CH   ,   ,ZUUU  ,30.579,103.947,495.3,1956-08-20,2021-06-01
12024,562950, 99999 ,CHIEN YANG                    ,CH   ,   ,      ,0.0,0.0,-999.0,1980-07-01,2010-05-31
12025,562970, 99999 ,REN-SHOU                      ,CH   ,   ,      ,30.0,104.133,610.0,1974-08-06,2001-12-04
12026,562980, 99999 ,ZIYANG SOUTHWEST              ,CH   ,   ,      ,30.116999999999997,104.617,383.0,1959-12-01,1961-02-27
12027,563120, 99999 ,NYINGCHI                      ,CH   ,   ,      ,29.566999999999997,94.46700000000001,3001.0,1956-08-20,2021-06-01
12028,563150, 99999 ,DABBA SOUTHWEST               ,CH   ,   ,      ,29.033,100.167,4553.0,1957-07-01,1963-12-31
12029,563470, 99999 ,ZEN-YAN (?)                   ,CH   ,   ,      ,0.0,0.0,-999.0,1973-11-12,1986-01-27
12030,563570, 99999 ,DAOCHENG                      ,CH   ,   ,      ,29.05,100.3,3729.0,1964-01-01,2021-06-01
12031,563740, 99999 ,KANGDING                      ,CH   ,   ,      ,30.05,101.96700000000001,2617.0,1957-07-01,2021-06-01
12032,563750, 99999 ,HAN-YUAN-JIE                  ,CH   ,   ,      ,0.0,0.0,-999.0,1973-10-04,2001-10-29
12033,563760, 99999 ,HAN-YUAN-CHIEH EAST           ,CH   ,   ,      ,29.583000000000002,102.71700000000001,2209.0,1960-10-01,1961-02-27
12034,563840, 99999 ,E-BIAN                        ,CH   ,   ,      ,0.0,0.0,-999.0,1973-10-04,2001-11-04
12035,563850, 99999 ,EMEI SHAN                     ,CH   ,   ,      ,29.517,103.333,3049.0,1956-08-20,2021-06-01
12036,563860, 99999 ,LESHAN                        ,CH   ,   ,      ,29.566999999999997,103.76700000000001,440.0,1959-12-09,2010-04-24
